Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases
780,60,Male,Dress,Clothing,94,M,Blue,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,38,Cash,Annually
781,34,Male,Shoes,Footwear,26,M,Turquoise,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,38,Cash,Quarterly
782,30,Male,Scarf,Accessories,44,L,Indigo,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
783,28,Male,Hoodie,Clothing,57,M,Green,Summer,4.5,Yes,PayPal,Standard,Yes,Yes,15,Cash,Weekly
784,63,Male,T-shirt,Clothing,65,L,Purple,Winter,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,38,PayPal,Fortnightly
785,31,Male,Jeans,Clothing,72,M,Peach,Winter,3.2,Yes,Debit Card,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
786,46,Male,Shorts,Clothing,62,S,Purple,Spring,4,Yes,Bank Transfer,Next Day Air,Yes,Yes,37,PayPal,Fortnightly
787,70,Male,Hat,Accessories,21,S,Teal,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
788,53,Male,Handbag,Accessories,85,S,Green,Spring,3.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,25,Venmo,Weekly
789,50,Male,Pants,Clothing,51,XL,Yellow,Summer,3.8,Yes,Venmo,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
790,33,Male,Handbag,Accessories,84,S,Purple,Fall,2.7,Yes,Venmo,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
791,22,Male,Sweater,Clothing,37,M,Indigo,Summer,4.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
792,50,Male,Scarf,Accessories,44,S,Magenta,Summer,3.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly
793,34,Male,Sneakers,Footwear,45,M,Violet,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Weekly
794,24,Male,Pants,Clothing,35,L,Maroon,Summer,3.8,Yes,Cash,Free Shipping,Yes,Yes,16,Credit Card,Monthly
795,69,Male,Backpack,Accessories,50,XL,Yellow,Winter,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
796,39,Male,Sandals,Footwear,26,M,Beige,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,34,Venmo,Annually
797,42,Male,Socks,Clothing,78,XL,Black,Fall,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
798,42,Male,Coat,Outerwear,82,M,Violet,Fall,4,Yes,Cash,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
799,29,Male,Socks,Clothing,39,M,Violet,Spring,3.8,Yes,Cash,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
800,55,Male,Belt,Accessories,55,L,Brown,Summer,3.3,Yes,Venmo,Free Shipping,Yes,Yes,31,PayPal,Annually
801,32,Male,Socks,Clothing,20,S,Gold,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,25,Male,Belt,Accessories,29,L,Blue,Fall,4.9,Yes,Credit Card,Express,Yes,Yes,12,Credit Card,Fortnightly
803,38,Male,Pants,Clothing,41,M,Teal,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,32,Male,Shorts,Clothing,38,L,Silver,Winter,2.8,Yes,Credit Card,Express,Yes,Yes,30,Venmo,Every 3 Months
805,43,Male,Boots,Footwear,47,M,Maroon,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,28,Venmo,Quarterly
806,41,Male,Dress,Clothing,30,L,White,Summer,3.7,Yes,Venmo,Next Day Air,Yes,Yes,40,Debit Card,Monthly
807,56,Male,Jeans,Clothing,56,L,Charcoal,Summer,2.7,Yes,Credit Card,Standard,Yes,Yes,46,PayPal,Quarterly
808,27,Male,T-shirt,Clothing,89,S,Brown,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,15,Credit Card,Weekly
809,46,Male,Shoes,Footwear,96,L,Lavender,Fall,4.6,Yes,PayPal,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,48,Male,Boots,Footwear,81,M,Violet,Fall,4.9,Yes,PayPal,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,52,Male,Scarf,Accessories,83,S,Lavender,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,18,Male,Sneakers,Footwear,35,M,Green,Winter,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,36,Venmo,Quarterly
813,64,Male,Boots,Footwear,56,M,Olive,Summer,3.2,Yes,PayPal,Standard,Yes,Yes,32,Credit Card,Weekly
814,54,Male,Handbag,Accessories,45,S,Olive,Summer,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Annually
815,31,Male,Shirt,Clothing,62,M,Pink,Winter,3.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Monthly
816,30,Male,Hat,Accessories,84,L,Teal,Spring,3,Yes,Cash,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
817,26,Male,Sweater,Clothing,24,L,Cyan,Summer,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,24,Debit Card,Monthly
818,25,Male,Handbag,Accessories,21,S,Gray,Spring,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,59,Male,Shirt,Clothing,91,M,Peach,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,34,Debit Card,Monthly
820,55,Male,Sunglasses,Accessories,36,S,Teal,Winter,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,56,Male,Sneakers,Footwear,39,M,Turquoise,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
822,62,Male,Hoodie,Clothing,39,M,Green,Spring,3.9,Yes,Cash,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,35,Male,Shirt,Clothing,59,L,Magenta,Winter,3.4,Yes,Cash,Standard,Yes,Yes,23,Bank Transfer,Annually
824,51,Male,Sunglasses,Accessories,27,M,Green,Winter,2.5,Yes,PayPal,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,61,Male,Blouse,Clothing,94,M,White,Spring,3,Yes,Venmo,Store Pickup,Yes,Yes,48,Cash,Quarterly
826,27,Male,Belt,Accessories,94,XL,Brown,Fall,3.6,Yes,Venmo,Next Day Air,Yes,Yes,17,Cash,Monthly
827,54,Male,Dress,Clothing,94,M,Purple,Winter,3.6,Yes,Credit Card,Standard,Yes,Yes,36,PayPal,Weekly
828,31,Male,Shoes,Footwear,51,S,Green,Fall,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,24,Male,Socks,Clothing,62,M,Peach,Fall,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
830,42,Male,Socks,Clothing,57,S,Silver,Spring,3.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly
831,41,Male,Shorts,Clothing,76,M,Maroon,Fall,4.2,Yes,Cash,Express,Yes,Yes,5,Credit Card,Annually
832,66,Male,Gloves,Accessories,63,M,Red,Summer,4.3,Yes,Debit Card,Express,Yes,Yes,47,Cash,Every 3 Months
833,58,Male,Jacket,Outerwear,80,L,Blue,Fall,2.5,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly
834,43,Male,Handbag,Accessories,68,M,Purple,Fall,3.5,Yes,Debit Card,Standard,Yes,Yes,11,Credit Card,Annually
835,52,Male,Backpack,Accessories,89,M,Indigo,Summer,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,35,Male,Boots,Footwear,26,L,Indigo,Summer,2.5,Yes,Debit Card,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,23,Male,Gloves,Accessories,90,L,Violet,Winter,3.9,Yes,PayPal,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,25,Male,Hoodie,Clothing,28,L,Brown,Spring,4.9,Yes,Credit Card,Express,Yes,Yes,33,Cash,Every 3 Months
839,33,Male,Coat,Outerwear,29,M,Gray,Spring,4.3,Yes,Bank Transfer,Express,Yes,Yes,49,Credit Card,Annually
840,48,Male,Shirt,Clothing,31,L,Teal,Spring,2.6,Yes,Cash,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,42,Male,Shirt,Clothing,24,L,Teal,Summer,4.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
842,55,Male,Sweater,Clothing,88,M,Beige,Summer,2.6,Yes,Venmo,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,59,Male,Shirt,Clothing,87,M,Violet,Spring,3.6,Yes,Venmo,Express,Yes,Yes,25,PayPal,Weekly
844,65,Male,Hoodie,Clothing,80,S,Beige,Summer,3.2,Yes,Cash,Express,Yes,Yes,6,PayPal,Weekly
845,59,Male,Sandals,Footwear,48,L,Purple,Winter,4.4,Yes,PayPal,Express,Yes,Yes,44,Venmo,Bi-Weekly
846,31,Male,Belt,Accessories,21,XL,Charcoal,Winter,3.7,Yes,PayPal,Standard,Yes,Yes,30,Venmo,Monthly
847,49,Male,Boots,Footwear,72,M,Pink,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Quarterly
848,53,Male,Hoodie,Clothing,44,L,Blue,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,30,PayPal,Monthly
849,48,Male,Sandals,Footwear,73,M,Lavender,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,23,Male,Jeans,Clothing,61,S,Charcoal,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,24,PayPal,Quarterly
851,68,Male,Shoes,Footwear,20,L,Turquoise,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,13,Venmo,Monthly
852,35,Male,Sandals,Footwear,86,M,Red,Summer,2.9,Yes,Credit Card,Express,Yes,Yes,19,Debit Card,Monthly
853,34,Male,Dress,Clothing,60,L,Yellow,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
854,62,Male,Hat,Accessories,43,L,Orange,Winter,4,Yes,PayPal,Free Shipping,Yes,Yes,35,Cash,Monthly
855,21,Male,Pants,Clothing,44,L,Blue,Spring,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,22,Venmo,Monthly
856,70,Male,Socks,Clothing,76,L,Gold,Spring,3,Yes,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
857,55,Male,Shirt,Clothing,33,M,Gold,Summer,3.5,Yes,Debit Card,Express,Yes,Yes,47,Debit Card,Fortnightly
858,43,Male,Shorts,Clothing,60,L,Cyan,Fall,3,Yes,Cash,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,19,Male,Jacket,Outerwear,26,L,Olive,Fall,3.1,Yes,PayPal,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,47,Male,Hoodie,Clothing,73,M,Teal,Winter,4,Yes,Credit Card,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,26,Male,Shoes,Footwear,87,M,Maroon,Spring,4.1,Yes,Debit Card,Standard,Yes,Yes,3,Cash,Monthly
862,46,Male,Skirt,Clothing,100,XL,Green,Spring,3.3,Yes,PayPal,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
863,19,Male,Coat,Outerwear,84,M,Charcoal,Winter,4.9,Yes,PayPal,Standard,Yes,Yes,13,PayPal,Fortnightly
864,49,Male,Sneakers,Footwear,41,M,Cyan,Summer,3.9,Yes,PayPal,Standard,Yes,Yes,42,PayPal,Fortnightly
865,51,Male,Jeans,Clothing,59,S,Charcoal,Winter,3.9,Yes,PayPal,Next Day Air,Yes,Yes,5,PayPal,Annually
866,64,Male,Blouse,Clothing,26,L,Charcoal,Winter,4.8,Yes,Bank Transfer,Store Pickup,Yes,Yes,23,Venmo,Annually
867,67,Male,Sunglasses,Accessories,69,M,Lavender,Summer,2.7,Yes,Credit Card,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,37,Male,Jacket,Outerwear,20,M,Turquoise,Spring,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,40,Male,Dress,Clothing,83,M,Green,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,38,Male,Hat,Accessories,54,M,Silver,Spring,2.7,Yes,PayPal,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
871,66,Male,Hoodie,Clothing,66,M,Blue,Fall,2.5,Yes,Cash,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,47,Male,Handbag,Accessories,42,M,Charcoal,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
873,56,Male,Jeans,Clothing,33,M,Pink,Spring,2.9,Yes,Cash,Standard,Yes,Yes,25,Cash,Quarterly
874,51,Male,Boots,Footwear,77,M,Pink,Summer,4.2,Yes,PayPal,Free Shipping,Yes,Yes,24,Venmo,Quarterly
875,25,Male,Jacket,Outerwear,65,M,Magenta,Fall,4.4,Yes,PayPal,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
876,37,Male,Sandals,Footwear,39,L,Gray,Summer,4.1,Yes,Venmo,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,41,Male,Belt,Accessories,51,L,Gray,Summer,3.8,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
878,64,Male,Handbag,Accessories,65,M,Orange,Winter,4.9,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
879,23,Male,Sunglasses,Accessories,89,S,Black,Summer,4.9,Yes,Cash,Express,Yes,Yes,37,Debit Card,Weekly
880,62,Male,Skirt,Clothing,76,S,Lavender,Spring,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,14,PayPal,Quarterly
881,39,Male,Backpack,Accessories,75,L,Red,Spring,3.1,Yes,Venmo,Express,Yes,Yes,25,Debit Card,Monthly
882,52,Male,Sandals,Footwear,61,M,Silver,Summer,2.7,Yes,Credit Card,Next Day Air,Yes,Yes,18,Venmo,Annually
883,50,Male,Boots,Footwear,35,M,Cyan,Fall,3.8,Yes,Cash,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,28,Male,Sneakers,Footwear,37,S,Gold,Fall,4.3,Yes,Venmo,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,67,Male,Skirt,Clothing,91,L,Yellow,Winter,4.1,Yes,Venmo,Express,Yes,Yes,34,Bank Transfer,Weekly
886,41,Male,Dress,Clothing,99,L,Purple,Fall,4.4,Yes,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
887,19,Male,Shorts,Clothing,54,S,Brown,Summer,3.6,Yes,PayPal,Express,Yes,Yes,48,Bank Transfer,Monthly
888,70,Male,Handbag,Accessories,47,L,Turquoise,Winter,3.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,49,Male,Scarf,Accessories,77,S,Gold,Spring,3.6,Yes,Venmo,Express,Yes,Yes,44,Cash,Annually
890,59,Male,Belt,Accessories,84,S,Olive,Fall,2.8,Yes,Venmo,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,52,Male,Gloves,Accessories,51,S,Purple,Spring,4.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,20,Male,Skirt,Clothing,26,S,Lavender,Summer,3.9,Yes,Venmo,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,31,Male,Shorts,Clothing,64,L,Gray,Summer,2.7,Yes,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,33,Male,Backpack,Accessories,51,M,Red,Spring,4.7,Yes,Debit Card,Express,Yes,Yes,14,Venmo,Monthly
895,44,Male,Hoodie,Clothing,60,L,Purple,Spring,3.8,Yes,Venmo,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,40,Male,Hat,Accessories,69,XL,Olive,Spring,4.7,Yes,Debit Card,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,69,Male,Jewelry,Accessories,29,M,Lavender,Spring,4.7,Yes,Credit Card,Express,Yes,Yes,38,Cash,Fortnightly
898,29,Male,Shirt,Clothing,91,M,Gray,Spring,3.4,Yes,PayPal,Express,Yes,Yes,46,Venmo,Weekly
899,54,Male,Belt,Accessories,70,L,Red,Spring,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,65,Male,Sweater,Clothing,58,M,Peach,Summer,4,Yes,Debit Card,Standard,Yes,Yes,20,PayPal,Annually
901,54,Male,Hat,Accessories,98,L,Gray,Fall,3.3,Yes,Cash,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,60,Male,Scarf,Accessories,68,L,Violet,Summer,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,43,Male,Hat,Accessories,44,M,Beige,Summer,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,5,Cash,Monthly
904,44,Male,Jacket,Outerwear,45,M,Blue,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,3,PayPal,Quarterly
905,69,Male,T-shirt,Clothing,99,L,Magenta,Spring,2.9,Yes,Credit Card,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,46,Male,Dress,Clothing,68,S,Cyan,Spring,2.8,Yes,Credit Card,Standard,Yes,Yes,16,Venmo,Annually
907,41,Male,Pants,Clothing,56,M,Red,Spring,4.2,Yes,Debit Card,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,32,Male,Sweater,Clothing,43,L,Cyan,Winter,4.4,Yes,PayPal,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,26,Male,Sunglasses,Accessories,99,M,Turquoise,Winter,3.6,Yes,Cash,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,61,Male,Belt,Accessories,56,L,Silver,Fall,2.7,Yes,Debit Card,Express,Yes,Yes,36,PayPal,Weekly
911,49,Male,Hoodie,Clothing,25,S,Pink,Spring,3.4,Yes,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly
912,53,Male,Pants,Clothing,74,M,Black,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,24,Male,Hoodie,Clothing,56,M,Green,Winter,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,37,Male,Sneakers,Footwear,47,M,Yellow,Fall,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,43,Male,Dress,Clothing,67,L,Purple,Summer,4.1,Yes,PayPal,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,31,Male,Dress,Clothing,22,L,Purple,Winter,2.9,Yes,Debit Card,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,49,Male,Jeans,Clothing,34,S,Blue,Spring,2.7,Yes,Cash,Standard,Yes,Yes,16,Venmo,Monthly
918,69,Male,Sweater,Clothing,64,M,Maroon,Spring,3.7,Yes,Debit Card,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,65,Male,Shorts,Clothing,42,M,Orange,Spring,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,41,Male,Shirt,Clothing,82,L,Green,Winter,2.6,Yes,PayPal,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,37,Male,Belt,Accessories,81,XL,Gold,Summer,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,37,Cash,Weekly
922,70,Male,Coat,Outerwear,24,L,Silver,Summer,4.1,Yes,Venmo,Express,Yes,Yes,18,PayPal,Weekly
923,63,Male,Sneakers,Footwear,60,M,Cyan,Fall,4.2,Yes,Venmo,Standard,Yes,Yes,13,Credit Card,Monthly
924,55,Male,Shirt,Clothing,24,M,Silver,Spring,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
925,52,Male,Socks,Clothing,78,XL,Beige,Winter,3.1,Yes,Credit Card,Standard,Yes,Yes,37,Cash,Quarterly
926,22,Male,Jeans,Clothing,88,L,Teal,Winter,4.9,Yes,Credit Card,Express,Yes,Yes,8,Cash,Monthly
927,54,Male,Jeans,Clothing,63,XL,Green,Spring,4.4,Yes,PayPal,Express,Yes,Yes,11,Cash,Bi-Weekly
928,28,Male,Sneakers,Footwear,78,L,Black,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,8,Venmo,Bi-Weekly
929,67,Male,Dress,Clothing,37,XL,Yellow,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,59,Male,Boots,Footwear,94,M,White,Fall,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly
931,26,Male,T-shirt,Clothing,78,L,Green,Fall,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,24,Male,Coat,Outerwear,36,M,Silver,Winter,4.1,Yes,Cash,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
933,62,Male,Skirt,Clothing,24,L,Blue,Winter,3.2,Yes,Venmo,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,70,Male,Sneakers,Footwear,84,M,Magenta,Spring,2.7,Yes,Debit Card,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,45,Male,Jeans,Clothing,47,S,Yellow,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,Male,Hoodie,Clothing,51,L,White,Fall,2.6,Yes,Credit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,31,Male,Shoes,Footwear,84,M,Pink,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,Male,Shorts,Clothing,24,M,Magenta,Summer,2.7,Yes,Debit Card,Express,Yes,Yes,18,Venmo,Quarterly
939,36,Male,Blouse,Clothing,97,S,Teal,Fall,4.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,Male,T-shirt,Clothing,89,L,Indigo,Winter,4.8,Yes,Venmo,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,48,Male,Belt,Accessories,44,S,Maroon,Spring,2.6,Yes,PayPal,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,Male,Handbag,Accessories,35,L,Black,Winter,4.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,26,Male,Dress,Clothing,91,M,Cyan,Winter,3.2,Yes,Cash,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,Male,Hat,Accessories,63,L,Cyan,Winter,3.8,Yes,PayPal,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,54,Male,Belt,Accessories,97,S,Gray,Spring,4.8,Yes,Debit Card,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,Male,Boots,Footwear,38,M,Violet,Summer,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,46,Male,Coat,Outerwear,24,XL,Blue,Spring,2.8,Yes,PayPal,Next Day Air,Yes,Yes,4,PayPal,Quarterly
948,57,Male,Blouse,Clothing,32,M,Charcoal,Winter,3.9,Yes,Cash,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,49,Male,Hat,Accessories,90,L,Olive,Summer,4.9,Yes,Venmo,Express,Yes,Yes,11,Venmo,Every 3 Months
950,33,Male,Jeans,Clothing,36,M,Olive,Summer,3.4,Yes,Cash,Standard,Yes,Yes,49,Venmo,Monthly
951,54,Male,Backpack,Accessories,37,XL,Turquoise,Winter,4.1,Yes,Cash,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,47,Male,Dress,Clothing,51,M,Cyan,Summer,2.9,Yes,Venmo,Express,Yes,Yes,34,Bank Transfer,Monthly
953,36,Male,Hat,Accessories,71,S,Red,Fall,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
954,68,Male,Sunglasses,Accessories,50,S,Cyan,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
955,60,Male,Hat,Accessories,74,S,Turquoise,Fall,3.5,Yes,Venmo,Standard,Yes,Yes,18,Credit Card,Every 3 Months
956,55,Male,Dress,Clothing,75,L,Lavender,Summer,3.4,Yes,Venmo,Free Shipping,Yes,Yes,4,PayPal,Monthly
957,29,Male,Shirt,Clothing,99,XL,Cyan,Spring,2.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
958,38,Male,Scarf,Accessories,23,XL,Violet,Spring,4.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Cash,Quarterly
959,70,Male,Sneakers,Footwear,53,XL,Beige,Winter,4.4,Yes,Cash,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
960,36,Male,Skirt,Clothing,99,M,Cyan,Spring,2.6,Yes,Cash,Standard,Yes,Yes,12,Cash,Fortnightly
961,18,Male,Jewelry,Accessories,48,XL,Indigo,Spring,4.4,Yes,Debit Card,Standard,Yes,Yes,20,Venmo,Quarterly
962,62,Male,Boots,Footwear,72,L,Olive,Fall,3.7,Yes,Venmo,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
963,29,Male,Sunglasses,Accessories,64,L,Green,Spring,4.4,Yes,Cash,Standard,Yes,Yes,26,Debit Card,Fortnightly
964,21,Male,Boots,Footwear,63,L,Green,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,42,Male,Sandals,Footwear,51,M,Beige,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly
966,43,Male,Boots,Footwear,55,L,Black,Spring,5,Yes,Debit Card,Store Pickup,Yes,Yes,10,Credit Card,Annually
967,58,Male,Dress,Clothing,55,M,Brown,Spring,4.9,Yes,Cash,Express,Yes,Yes,19,Cash,Annually
968,27,Male,Hoodie,Clothing,26,S,Silver,Summer,3.7,Yes,Debit Card,Store Pickup,Yes,Yes,4,Cash,Weekly
969,57,Male,Shorts,Clothing,67,L,Gray,Summer,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
970,40,Male,Coat,Outerwear,31,S,Pink,Fall,3.2,Yes,Debit Card,Express,Yes,Yes,37,PayPal,Monthly
971,45,Male,Jeans,Clothing,66,S,Maroon,Winter,4.4,Yes,PayPal,Free Shipping,Yes,Yes,4,Cash,Monthly
972,47,Male,Sunglasses,Accessories,67,M,Cyan,Summer,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Weekly
973,61,Male,Sneakers,Footwear,61,L,Gold,Winter,3,Yes,Venmo,Standard,Yes,Yes,33,Credit Card,Weekly
974,60,Male,Jacket,Outerwear,75,M,Teal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
975,69,Male,Skirt,Clothing,90,M,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly
